label,reviews,,
2,사람들 만나는 게 싫어졌어. 다들 내가 잘못했다고 나한테만 따지는 거 같아.,,
2,아픈 남편을 간호하는 것도 지쳐. 매일 같이 그만두고 싶단 생각이 들어. 남편을 잘 돌봐서 건강해지면 좋은 건데 자꾸 내가 힘든 게 보이니까 너무 지치네.,,
2,지금 병원에서 치료받고 계셔.,,
2,괜히 매일 우울한 기분이야.,,
2,다 해봤는데도 안 지워져.,,
2,다른 사람이 있었나봐.,,
2,"경기도에 있는 유기견 보호 센터였는데, 버려진 아이들이 너무 많았어.",,
2,나 엘리베이터에 갇혔어.,,
2,권태기가 와서.,,
2,나 어떻게 해 앞으로. 자꾸 눈물만 나. 우리 남편이 직장에서 갑자기 해고됐어.,,
2,나 면접에 또 떨어졌어.,,
2,아직 말 못했어. 창피해서.,,
2,일찍 퇴근하면 술이라도 마실까? 술한잔 해야겠다.,,
2,내가 공부를 잘 못하는 건 내 머리가 나빠서 그런 것 같다는 생각이 들어. 나는 노력한다고 했는데도 잘 안 되더라고.,,
2,"주식이 계속 떨어져서 팔아버릴까 생각을 했는데, 너의 말대로 좀 더 지켜보고 팔아야겠어. ",,
2,집 안에만 있어서 그런지 몸이 계속 처지고 기력도 없어.,,
2,"상사가 내가 제출한 기획안을 지적하는데, 다 맞는 말이라서 말을 못했어. 이야기를 듣고 있는데, 모두 내 탓 같았어.",,
2,요즘 내가 왜 사는지 모르겠어. 나이가 드니 여기저기가 아프고 코로나 때문에 산책하러 못 가잖아. 이렇게 우울할 바에 차라리 지구가 망했으면 좋겠어.,,
2,가족들은 다들 울고 난리도 아니야. 아직까지 그래.,,
2,"응. 장례 잘 치뤄줬는데, 그래도 모자란 것 같애. 뭔가 더 해줄게 있나 생각 중이야.",,
2,믿었던 아버지가 가족들 몰래 도박에 다시 손을 대셔서 실망스러워. 이럴 땐 어떻게 해야 할까?,,
2,어. 최악이야. 진짜 끔찍하지?,,
2,아니 아까 해피 산책시키다가 엄청 놀랬어.,,
2,나 면접에 또 떨어졌어.,,
2,얼마 전에 출산했는데 산후 우울증 때문에 정말 힘들어. 남편과 함께 우리 식구의 행복한 미래에 관해 이야기하며 우울감을 잊어야겠어.,,
2,이번이 마지막으로 준비한 회사였어. 더이상 다른 곳에 준비할 곳이 없어.,,
2,사업이 망해서 집안 형편이 많이 안 좋아졌어. 너무 속상해. 이제 친구들조차 나를 외면하는 것 같아. 내 곁에는 아무도 없어.,,
2,직장 동료들이 내가 동성애자라는 걸 알 것 같아서 항상 두려워. 응. 알려지면 나한테 부당한 대우를 하거나 해코지를 할 것만 같아.,,
2,회사 안에 나의 마음을 털어놓고 이야기할 사람이 없어. 그래서 더 힘들어.,,
2,나 면접에서 또 떨어졌어.,,
2,나 결국 헤어졌어.,,
2,엄마가 내가 따돌림 당하는걸 알아서 많이 우셔. 아빠는 화가 많이 나신 것 같아. 어떻게 하지?,,
2,들어온 지 얼마 안 돼서 친한 사람은 별로 없어.,,
2,"어, 너무 있다가 없으니까 너무 허전하고, 보고싶기도 하고, 미안하기도 하고 하네.",,
2,부모님께 죄송해서 집에도 못가고 있어.,,
2,"친구 소개로 알게 된 건데, 나 정말 너무 힘들어.",,
2,아빠 사업에 문제가 생겼대. 어떡하지? 아빠가 너무 힘들어하시는 것 같아서 너무 슬퍼.,,
2,아무것도 이룬 것이 없는데 나이만 들어서 속상해. 이제 노후준비하려면 지금부터라도 돈을 모아야지.,,
2,해피가 어제 세상을 떠났어. ,,
2,아빠가 술만 먹으면 소리 지르고 물건 던지는 것도 이제는 지긋지긋해. 스무 살 되자 마자 독립할 생각이야. 어렸을 때부터 저축하고 있는 돈이 있거든.,,
2,갑자기 의식을 잃어서 응급실에 가게 됐어.,,
2,공부할 때는 주말은 전혀 생각도 못 하고 지내는 경우가 많은 것 같아. 공부하다 보면 계속 해야 되는 것들이 많고 쉬면 불안하니까 주말을 잊고 지낸 것 같기도 해.,,
2,내가 잘못 말했다. 미안.,,
2,해피가 어제 세상을 떠났어.,,
2,정말 오랜만에 휴가를 냈더니 하필 장마철이랑 겹쳤대. 하루종일 비가 오고 있어.,,
2,나 오늘 짭새가 몰려있길래 궁금해서 구경다녀왔어.,,
2,나 요즘 허리가 너무 아파.,,
2,우리 아빠가 어제 또 다쳤어.,,
2,계약직 사원은 나 혼자밖에 없어. 나를 이해해줄 사람이 없다는 얘기지.,,
2,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제 끝내 눈을 감았어.,,
2,요즘 부쩍 몸이 피곤해. 미리 운동해 둘 걸 그랬어.,,
2,기껏 대학 들어왔는데 갑자기 허무해져서 아무것도 하기가 싫어졌어. 전혀 모르겠어. 며칠 전까지만 하더라도 수시로 카톡 주고받고 분위기 좋았거든.,,
2,어떻게 보면 내 잘못이기도 하니까. 괜찮아.,,
2,많이 안 좋아.,,
2,나는 회사에 입사하면 내 삶이 달라질 줄 알았는데 그냥 더 피곤하기만 해. 돈 버는 기계가 된 기분이야. 그렇다고 통장에 돈이 많지도 않고.,,
2,회사를 그만두며 사직서를 내는데 집에 있는 가족들이 생각이 나서 슬퍼. 다른 회사를 찾을 수 있을 지도 막막하고 눈물이 나.,,
2,가족들 다 슬퍼하고 있어.,,
2,한 시간 이상 기다렸는데 올 생각을 안하네?,,
2,요즘 아기를 괜히 낳았나 하는 생각이 들어. 그런 생각을 하다니 아기한테 정말 미안하고 내가 미쳤나 봐. 일과 육아를 병행하기가 너무 힘들어. 아기를 데리러 일찍 퇴근할 때도 너무 눈치가 보여.,,
2,아무래도 슬럼프가 온 것 같아. 매일 하던 일도 잘 되지도 않고. 힘들어.,,
2,그러니까. 강아지가 너무 안쓰럽다.,,
2,그래야 할 것 같네.,,
2,사람들이 내 험담을 하는 거 같아. 나 몰래 내 잘못된 점에 대해 자기들끼리 얘기하는 거 같아.,,
2,프로젝트도 진행도 안되고 일도 잘 안풀리고 다 그래.,,
2,부모님께서 내 성적 때문에 싸우셨어. 눈물이 나. 맞아. 하지만 나는 이걸 극복할 방법을 찾아야 해.,,
2,가족들도 어제 저녁에 정말 다 놀랬어. 그리고 지금은 많이 슬퍼하시지.,,
2,응 많은 것 같아 정말 안쓰러운 일이지.,,
2,밖에 나가서 쉬는 것도 눈치 보여.,,
2,여행 가고 싶은데 지금 갈 수가 없어. 나중에 가야지.,,
2,해피가 어제 세상을 떠났어.,,
2,어제 밤 샌 작업해서 완성한 기획안을 상사한테 제출했어. 상사가 기획안을 보더니 다 잘못됐다고 처음부터 다시 만들어오래.,,
2,요즘 기분이 너무 우울해.,,
2,아니. 일년 계약이라서 지금 따로 살면은 좀 복잡한데. 어떡하지?,,
2,그러니까. 사진 찍어두길 잘 한 거 같아.,,
2,친구들은 조건 좋은 남자랑 결혼하는 게 인생의 성공이라고 생각하는 것 같아. 그런 생각을 가진 사람들에게 환멸감을 느껴. 반려자를 만나는 게 비즈니스는 아니잖아.,,
2,나 면접에서 떨어졌어.,,
2,하루에도 몇 번 생각하지.,,
2,코로나 때문에 밖에 나가지도 못하고 안에만 있으니까 너무 우울해.,,
2,응. 너무너무 실망스러워.,,
2,어제 큰 실수를 했어. 부모님에게 대들었는데 너무 후회돼.,,
2,나처럼 비정규직 직원은 하나도 없어.,,
2,내가 친구에게 추천해준 주식이 요새 하락세라서 너무 슬퍼. 분명 상승세여서 추천했는데 지금은 하락세가 되었지 뭐야.,,
2,공채는 이제 다 끝났는데 어떻게 해야할지 모르겠어.,,
2,나는 술도 담배도 안 하는데 건강검진 결과가 안 좋게 나왔어. 벌써부터 건강이 안 좋으면 어떡하지?,,
2,그런가봐. 살면서 이랬던 적이 없었는데.,,
2,아니 짭새들이 우르르 몰려있는데 뭔 일 난건가 싶어서 가봤지.,,
2,왜 이렇게 화를 내는지 모르겠네.,,
2,나 오늘 너무 슬퍼. 남자친구랑 헤어졌어. 나 지금 너무 울고 싶어.,,
2,응. 오래된 약속이라 취소하기가 힘들어.,,
2,친구들이 내가 생각했던 것과 다르게 생각해서 화가 나. 그동안 갖고 있던 좋은 마음이 다 사라졌어.,,
2,그런 것 같아. 바빠도 일도 제대로 안 풀리고.,,
2,재산을 다 나눠준 뒤로 자식들이 병상에 있는 나를 찾아오지 않아서 너무 속상해. 미리 상속하지 말걸 후회가 돼.,,
2,내 유산만 탐내고 아픈 나는 안중에도 없는 자식들이 혐오스러울 지경이야. 내가 모은 돈 전부 사회에 기부라도 해버릴까 생각중이야.,,
2,이직도 생각을 안해본건 아닌데 요즘 너무 일자리가 없어.,,
2,다행히 어디 다치지는 않았어. 그냥 무서울 뿐이야.,,
2,어. 나는 놀란 것 빼고는 괜찮은데 내 친구가 도망가다가 발목 다쳤어.,,
2,여자 친구가 운전할 때 욕을 너무 많이 해서 실망이야. 운전만 하면 왜 그렇게 사람이 변하는지 모르겠어.,,
2,회사 일로 너무 스트레스가 심해. 저녁에 식사를 마치고 가벼운 조깅을 해. 그리고 즐거운 음악을 듣고.,,
2,나 면접 또 떨어졌어.,,
2,지금은 많이 진정 됐지. 하지만 또 그럴까 봐 걱정 돼.,,
2,나 면접 또 떨어졌어.,,
2,내 친구는 다 썼어. 어떡하지?,,
2,나이가 있어 취직은 어렵고 돈은 없어서 비참해. 나만 취직이 안 되는 것 같아서 짜증 나고 나 자신이 미워.,,
2,요즘 후회되는 일이 있어. 형이 군대에 가게 되었어. 아주 멀리 가서 쉽게 보러 가기 힘이 들어.,,
2,조금 일찍 퇴근하고 싶긴 한데 너무 바빠서 말이야.,,
2,바쁘다는 핑계로 엄마에게 자주 못 간 게 후회돼. 일이 바빠도 시간을 쪼개서 갈 수 있었을 텐데 엄마 생각하면 미안해서 눈물이 나.,,
2,맞아. 바깥 공기 쐬면서 산책하는게 좋을 거 같애. 근데 참 처음부터 다시해야되니까 걱정이 많이 된다.,,
2,요새 아무도 만나기 싫어. 코로나 일구 때문에 누구 만나는 거 자체가 이제 불필요하고 싫은 것 같아.,,
2,서로 너무 오래돼서 권태기가 왔나 봐.,,
2,최근 친구가 창업한 회사가 잘 나가는데 예전에 동업 제안을 했을 때 거절했던 게 후회돼. 친구가 스마트폰 앱 관련 사업을 같이하자고 제안했거든. 거절했는데 창업하자마자 사업이 잘됐어.,,
2,어제 몸이 너무 아팠는데 밤샘 작업해서 기획안을 완성했어 완성된 기획안을 상사한테 제출했는데 다 잘못 됐다고 처음부터 다시 만들어 오래.,,
2,사귀던 남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 있자고 했어. 그런데 나중에 알고 보니까 새로운 여자친구가 생겼더라고.,,
2,나 너무 우울해.,,
2,집을 담보로 대출을 받으려고 했는데 이미 옛날에 아내가 몰래 대출을 받았었대. 어떻게 아내가 나한테 말도 안 하고 이럴 수 있지?,,
2,요즘 매일매일 우울한 기분이 들어.,,
2,몰라. 권태기가 왔는데 걔가 헤어지재.,,
2,너무 역겨워서 손대기도 싫어.,,
2,해피는 분명 좋은 곳으로 갔을 거야. 우리한테 정말 정말 너무나 사랑스러운 강아지였거든.,,
2,진짜 열심히 한건데. 나는 잘하는게 없나봐.,,
2,내 상사는 무능하고 하는 일도 없는데 부하직원들 덕분에 우리보다 더 좋은 평가를 받았어. 그 상사는 자리에 앉아있기만 하고 나를 포함한 부하들이 모든 일을 처리하고 있어.,,
2,건강 챙기려고 운동을 시작하면서 살이 빠지는 줄 알았는데 체중을 재니 별로 안 빠져 실망스러웠어. 주말마다 등산도 가고 그러는데 살이 안 빠져서 기운이 쭉 빠지네.,,
2,고등학교 올라올 때부터 들었던 공부하란 얘기가 이제 질리다 못해 환멸이 나. 맞아. 스트레스가 너무 심해.,,
2,어. 생명엔 지장이 없으신데 허리를 크게 다치신 거 같아.,,
2,나 오늘 짭새들이 몰려 있길래 거기 갔다 왔어.,,
2,비 좀 그만 왔으면 좋겠어. 너무 습해.,,
2,속상하기 보다는 이제 화가 나. 술을 일주일에 5일은 드시나 봐.,,
2,나는 혼자가 좋아. 다른 사람을 만나는 건 번거롭고 불필요한 일이야. 책을 읽고 영화를 보면서 하루를 충분히 즐기지.,,
2,그런 노래도 있어? 좀 즐거운 걸로 알아봐줘.,,
2,결국 헤어졌어.,,
2,엊그제 갑자기 의식을 잃었었어 좀 나아지는가 싶더니 결국 죽고 말았어.,,
2,사람들하고 어울리는 시간이 너무 힘들어서 눈물이 나. 나만 이게 너무 어려운 것 같아 너무 슬퍼.,,
2,아니. 미룰 수 있어.,,
2,회사 일이 요즘 너무 바빠서 시간을 낼 수가 없어.,,
2,밥맛이 없어서 술이나 한 잔 할라고.,,
2,이제 취업하려면 브로커까지 필요하네. 브로커가 취업시켜준다고 돈을 달래. 가뜩이나 취업 안 돼서 힘들어 죽겠는데.,,
2,나는 잘하는게 없나봐.,,
2,우리 엄마는 왜 저럴까? 엄마가 나 몰래 내 물건을 버렸어.,,
2,갑자기 해피가 세상을 떠나서 가족들이 너무 슬퍼하고 허전해 해.,,
2,집에 들어오면 나를 항상 반겨주던 해피가 집에 없으니까 너무나 허전하고 해피가 보고싶어!,,
2,우리 해피가 어젯 밤에 세상을 떠났어.,,
2,밥 먹다가 갑자기 쓰러지는 거야. 응급실에 갔더니 마음의 준비를 하라고 하더라고.,,
2,지금 하는 프로젝트도 잘 진전이 안 되고 일이 바빠.,,
2,나이 먹은 것도 서러운데 돈 때문에 먹고 싶은 것도 못 먹네. 참 슬퍼. 이제 먹을 수 있는 날도 얼마 안 남았는데 정말 착잡하고 참 그래.,,
2,주변 사람들과 잘 어울리지 못하는 것 같아서 너무 슬프고 마음이 아파. 사람들과 어울리는 방법을 잘 모르겠어. 멀리 있는 친한 친구들에게 전화로 상담을 받아보긴 했어.,,
2,아들이 학교에서 쓰러졌다는 전화를 받고 심장이 내려앉는 것처럼 느껴졌어. 지금 출근해서 멀리 있는데 당장 어떻게 해야 할지 모르겠어.,,
2,나도 몰랐는데 오늘 날짜보니까 벌써 두 달 째더라.,,
2,면접 또 떨어졌어.,,
2,물론 내 잘못은 아니지. 내가 너무 무능한 탓도 있기는 해.,,
2,아니. 항상 싸우지도 않고 마음도 잘 맞았는데 이번에 처음 싸웠어.,,
2,내가 지금 감기가 있거든. 밤을 새가면서 계획안을 만들었는데 상사가 계획안이 좋지 않다며 혼을 냈어.,,
2,우리 아빠가 어제 또 다쳤어!,,
2,들어줘서 고마워.,,
2,응. 대부분의 경우가 어릴 때 키우다가 거의 다 컸을 때 쯤에 버려지더라고.,,
2,부모님께는 아직 말씀 못 드렸어.,,
2,오늘 친한?친구가 몹시 아프다는?이야기를 들었어. 응 정말 친한 친구인데 암이라고 하네.,,
2,상사가 나의 기획안에 대해서 잘못됐다고 지적하는데 다 맞는 이야기였어 그 이야기를 듣고 있는 모든게 내 잘못 같았어.,,
2,위로해줘서 너무 고마워. 하지만 해피가 이 세상에 없다고 생각하니까 너무 슬퍼.,,
2,나 이번달은 망한 거 같아.,,
2,우리 아빠가 어제 또 다쳤어.리,,
2,"유기견 보호시설은 있는데, 지원도 안되고 하니까 거기도 힘들게 운영되고 있더라고.",,
2,친한 초등학교 동창의 행동 때문에 마음이 많이 상했어. 동창이 일주일 후에 갚겠다며 지난주에 돈을 빌려 갔는데 돈을 안 갚고 있어.,,
2,남자친구가 갑자기 권태기가 왔다고 잠깐 떨어져 지내자고 했어. 그런줄만 알았는데 나중에 알고 보니까 새로운 여자친구가 생긴거야. 그래서 결국 헤어졌어.,,
2,"어. 그렇긴 한데, 앞으로 계속 이러실까봐 너무 걱정 돼.",,
2,남편이 결혼 전에는 잘 대해줬는데 지금은 완전히 바뀌었어. 이럴 줄 알았으면 괜히 결혼했어. 내가 정말 왜 결혼했는지 모르겠어.,,
2,나 면접 또 떨어졌어. 왜 인재를 못 알아보지?,,
2,나도 지금 당장은 팔 생각이 없어. 손해가 너무 크거든.,,
2,부장님은 모두에게 상냥한데 나한테만 유독 엄하게 대하시는 것 같아 속상해. 특별히 잘못한 게 없는 것 같은데 나한테만 왜 그렇게 깐깐한지 모르겠어.,,
2,그러니까. 힘들어.,,
2,언제나 우리 가족 곁에서 함께 했던 해피가 갑자기 세상을 떠나서 가족들도 나도 너무 슬퍼하고 허전해 해.,,
2,부모님은 지금 집에서 내 전화만 기다리고 계셔. 어떻게 말씀드려야 될지 모르겠어.,,
2,나 면접 또 떨어졌어.,,
2,친구한테 전화를 했는데 친구가 전화도 안 받아.,,
2,친구들은 다 손주를 보는데 나만 손주를 못 봐서 열등감이 들어.  너무 속상하지. 나도 손주가 보고 싶어.,,
2,아들이 이제 내 잔소리는 들은 척도 하지 않아. 아들이 내 말을 무시할 때마다 마비된 느낌이야.,,
2,한 달간 이 회사만 바라보고 준비 했었잖아 이렇게 떨어질 지 몰랐어 다른 회사 준비할 여력이 없어 지금.,,
2,없어. 그래서 더 스트레스 받는 거 같아.,,
2,그러게 말이야. 다들 힘들겠어.,,
2,회사에서 승진이 안 돼서 이제 그만 퇴사하기로 했어. 실망도 하고 지쳐.,,
2,잘나가는 친척 동생이랑 자꾸 나랑 비교당하면서 내가 위축돼. 자연스럽게 비교당하다 보니까 내가 너무 초라해져.,,
2,어제 아빠가 나한테 돌아가신 할아버지가 보고 싶다고 하시더라. 나도 나중에 아빠처럼 아빠를 그리워할 거라고 생각하니 슬퍼졌어.,,
2,계약직 정규직 전환을 위해 죽을 각오로 노력했는데 떨어졌어. 내가 가장 고과점수가 높은데 결국은 이사장 딸이 합격했어. 너무 속상하고 슬퍼.,,
2,회사가 바빠 은퇴식도 못 하고 갈 거 같아. 은퇴하면 그 정돈 있을 줄 알았는데 바쁜 걸 뭐라고도 못하고.,,
2,옆자리에 앉은 친구에게 말을 걸어보았는데 답이 없었어. 민망하고 당황스럽더라고. 내 말을 못 들었나 싶었는데 다른 애가 말 거니까 바로 대답하는 걸 보고 너무 서운했어.,,
2,부모님께 너무 죄송해서 면접에 떨어졌다는 이야기를 아직 못했어.,,
2,회사 그만둬야 될까봐.,,
2,아들은 내가 늙어서 총명하지 못함을 부끄러워하는 것 같아 너무 슬펐어. 이런 상황이 지속되니 아들과 계속 멀어지는 것 같은 느낌이 들어.,,
2,코로나가 너무 길어지니 상사도 짜증이 늘고 나도 짜증이 느네. 코로나가 괜찮아지다가 갑자기 확진자가 확 늘어나서 스트레스가 너무 쌓이더라고.,,
2,나이 먹어도 마음에 드는 친구가 없어서 이런 상황이 너무나도 슬퍼. 요즘 사람들은 욕심들이 너무 많아서 너무 싫어. 어떻게 해야 좋은 사람들을 만날 수 있을까?,,
2,아빠가 많이 아프신데 너무 후회스러워. 어릴 때 빼고는 사랑한다는 말을 안해본 것 같아.,,
2,다행히 몸은 괜찮아. 좀 심리적으로 불안한 것뿐이야.,,
2,"경기도에 있는 유기견 보호소였는데, 사람들이 너무 많이 버려대서 아이들을 더 받을 수 없대. 그곳에서 생활하는 아이들도 너무 지저분하고.",,
2,내일까지 기획안을 제출해야해서 오늘은 아무래도 야근해야할 것 같아. 일이 너무 많아.,,
2,요즘 집에서 웃을 일이 없어서 슬퍼. 집에서 가족들과 웃으며 지내고 싶은데 항상 날 선 대화들만 오가.,,
2,권태기가 왔다고 잠깐 시간을 갖자고 하더라고. 그런데 알고봤더니 새로운 사람이 생긴 거였어.,,
2,일찍 퇴근하고 싶다.,,
2,연락했더니 이제 출발이래.,,
2,아니 그냥 화장했어.,,
2,비가 어제 세상을 떠났어.,,
2,자식들이 돈 얘기를 할 때만 나를 찾아와서 너무 화가 나고 슬퍼. 얼굴 한번 보여 달라고 할 때는 무시하더니 유산 관련 얘기에는 한달음에 찾아오니 너무 허망해.,,
2,우리 회사 대표는 개선할 점을 알려줘도 전혀 바꾸려 하질 않아. 알려주면 노력이라도 해야 하는데 완전 밑 빠진 독에 물 붓기야.,,
2,3년 내내 만나면서 한 번도 싸운 적이 없었어 그러니까 더 황당해.,,
2,우울해서 밥도 안 먹고 계셔.,,
2,어제 아빠가 또 다치셨어.,,
2,술 먹고 누군지도 모르는 여자의 이름을 부르는 아빠를 보면 기분이 더럽고 비참해. 엄마 몰래 바람을 피우는 것이 아닐까 의심스럽기도 해.,,
2,내가 신부전이 있어 아들의 신장을 받아야 하는데 너무 미안해서 아들 얼굴을 볼 수가 없어. 아들에게는 너무 미안하고 슬프네.,,
2,감기 기운 있어서 찬바람 쐬면 안될 거 같아.,,
2,나 결국 헤어졌어.,,
2,회사에 내 마음을 털어놓고 이야기할 사람이 아무도 없어서 더 스트레스가 쌓여.,,
2,어. 갑자기 밥을 잘 못 먹어서 병원에 갔더니 심장병이래.,,
2,결혼하기 정말 힘들 거 같아. 결혼할 수 있을까? 아직 모아둔 돈도 없는데.,,
2,몇 년 전 유방암 완치 했지만 병이 재발했어. 다른 곳도 암이 전이 됐을까 봐 걱정이야.,,
2,그러게 무기력증인가? 요즘 힘들고 바쁘긴 했는데.,,
2,간암에 걸렸었던 대학교 동창의 장례식에 동기들이 한 명도 보이지 않아 슬펐어. 다들 말도 없이 무슨 일 있는 건 아닌지 아니면 바쁜 건지 알 길이 없어 괴로워.,,
2,이사장이야 매년 연봉 올려주겠다지만 우리는 몇 년째 연봉 동결이라서 슬퍼. 연봉 올려주겠다는 말만 믿고 바보같이 몇 년째 속아왔는지 모르겠어.,,
2,내가 엄마 아빠한테 어떤 존재인지 궁금해. 응. 엄마 아빠한테 나는 뭔지 고민이 돼.,,
2,기분이 나빠도 그냥 넘어간 내가 바보 같아서 슬퍼. 관계를 망칠까 봐 여태 그냥 넘어갔는데 어제는 내 기분을 표현하지 못한 게 너무나 후회가 돼.,,
2,부모님께서 내 성적 때문에 싸우셨어. 눈물이 나. 응. 그걸 보는 내 마음도 정말 아팠어.,,
2,난 아무래도 은퇴 후에는 집안에서만 꼼짝 않고 있을 것 같아. 지금 갈수록 무릎이 안 좋아서 걱정이거든. 삼십 대부터 무릎이 안 좋았는데 병원에 가도 뚜렷한 대책이 없더라고. 그냥 이 상태로 계속 있어야 하나 봐. 시간이 지날수록 더 심해질 텐데 이러다간 집안에만 꼼짝 없이 있겠어.,,
2,사고로 다리를 잃었어. 이제 나는 걷지도 못할 거야. 물리치료와 약물치료를 병행하고 있어. 치료 과정이 너무 힘들어.,,
2,삼 남매를 키우느라 직업을 잃고 병을 얻어도 사랑하니까 버텼는데 애들이 나를 모른 체 해서 슬퍼. 이젠 내 병원비조차 보내주질 않으니 눈물이 나.,,
2,힘드시지. 서로 위로를 해줘야 되는 상황이야.,,
2,생명엔 지장 없고. 다만 병원에 며칠 입원해서 치료받아야 한대.,,
2,자주 안만나서 그렇게 된 것 같애.,,
2,내가 너무 한심하고 답답해서 밖에 나와서 그냥 걷고있어.,,
2,마음이 변한거지 뭐. 슬프다.,,
2,부모님 대신 할머니가 나를 키워 주셨어. 그런데 얼마 전 할머니가 위암으로 돌아가셨어. 나는 부모님보다 할머니 품이 더 좋을 때가 많았거든. 그런데 이제 할머니를 볼 수 없어.,,
2,"아니, 아직 다들 아무 말도 없어. 안 괜찮은 거 같애.",,
2,지금 집이 전세인 줄 알았는데 아내가 나 몰래 전세금을 빼고 월세로 살고 있었다고 말했어. 너무 슬퍼. 전세금을 빼서 뭘 했는지도 궁금하지만 나를 오랫동안 속였다는 생각에 더욱 힘들어져.,,
2,건강했었는데 나이가 들어서 그런가봐. 엊그제 응급실에 갔다왔거든.,,
2,기획안 다시 만들려면 오늘도 야근해야 될 거 같애. 퇴근은 일찍 못해.,,
2,끝나자마자 전화드렸어. 정말 죄송해서 집에 못들어가겠다.,,
2,아무래도 노후준비를 다시 생각해 봐야겠어. 기대보다 적금 금리가 너무 낮아. 경기 때문에 언제 은퇴할지 모르는데 노후준비를 어떻게 해야 할지 고민이야. 주식에 투자할까?,,
2,부모님이 자꾸만 언제 결혼할 거냐고 물어봐. 너무 지겨워. 방에 들어가서 문을 잠그고 노래를 듣거나 일기를 써.,,
2,밖에 날씨 추운데 나 감기걸렸어.,,
2,해피가 어제 세상을 떠났어.,,
2,잘 나가는 친구를 옆에 두어서 끊임없이 비교를 당해서 슬퍼. 나도 나름대로 열심히 하고 있는데 정말 서러워.,,
2,아주 조금. 조금 있어.,,
2,난 올해 내가 무조건 승진할 거라고 생각했는데 내 동기가 먼저 승진했어. 올 한해 정말 열심히 일했는데 이렇게 되니 너무 슬퍼. 내가 뭘 잘못했는지 모르겠어.,,
2,보고 싶으면 어떻게 하지? 이제는 안아줄 수도 없는데.,,
2,결혼하면 행복하기만 할 줄 알았는데 요즘에는 우울하기도 해. 남편이랑 나는 사내커플이었는데 최근에 남편이 직장을 옮겨서 주말부부가 돼버렸거든. 그래서 평일에는 거의 못 보게 되었어.,,
2,다들 정신 없어서 장례는 아직 생각 못 해봤네.,,
2,따돌림으로 매일 울다보니 이제는 감정들이 마비된 느낌이야. 슬픔이 내게는 일상이 돼버린 느낌이라서 너무 무기력해.,,
2,그냥 길을 걷고 있어 아무 생각 없이.,,
2,오늘 팀장님께 한 시간 넘게 구박당했어. 기안 올린 보고서에 통계 자료가 틀렸다고 무능하기 짝이 없대.,,
2,응. 자주 있는 일이야. 속상해. 술을 너무 좋아하셔.,,
2,친구들이 주식을 하자고 해서 같이 시작했는데 뭔가 잘못된 것 같아. 손해가 너무 커져서 나중에 메울 수 있을지 걱정이야.,,
